genome_id,species,cluster_id
562.23774,Escherichia coli,ST-88
562.23777,Escherichia coli,ST-73
562.23791,Escherichia coli,ST-131
562.23797,Escherichia coli,ST-73
562.23804,Escherichia coli,ST-131
562.23810,Escherichia coli,ST-141
562.23824,Escherichia coli,ST-357
562.23837,Escherichia coli,ST-393
562.23838,Escherichia coli,ST-404
562.23854,Escherichia coli,ST-69
562.23866,Escherichia coli,ST-69
562.23867,Escherichia coli,ST-421
562.23873,Escherichia coli,ST-640
562.23874,Escherichia coli,ST-131
562.23887,Escherichia coli,ST-141
562.23898,Escherichia coli,ST-394
562.23901,Escherichia coli,ST-648
562.23903,Escherichia coli,ST-141
562.23915,Escherichia coli,ST-73
562.23918,Escherichia coli,ST-12
562.23925,Escherichia coli,ST-73
562.23928,Escherichia coli,ST-393
562.28131,Escherichia coli,ST-156
562.28132,Escherichia coli,ST-167
562.28567,Escherichia coli,ST-131
562.28805,Escherichia coli,ST-410
562.28840,Escherichia coli,ST-10
562.28845,Escherichia coli,ST-131
562.28997,Escherichia coli,ST-5204
562.29001,Escherichia coli,ST-5727
562.29008,Escherichia coli,ST-410
562.30310,Escherichia coli,ST-117
562.31454,Escherichia coli,ST-942
562.31462,Escherichia coli,ST-355
562.33281,Escherichia coli,ST-167
562.42638,Escherichia coli,ST-131
562.42644,Escherichia coli,ST-131
562.42646,Escherichia coli,ST-10
562.42652,Escherichia coli,ST-131
562.42664,Escherichia coli,ST-648
562.42669,Escherichia coli,ST-69
562.42671,Escherichia coli,ST-131
562.42675,Escherichia coli,ST-131
562.42676,Escherichia coli,ST-131
562.42677,Escherichia coli,ST-167
562.42687,Escherichia coli,ST-167
562.42688,Escherichia coli,ST-3107
562.42689,Escherichia coli,ST-648
562.42698,Escherichia coli,ST-131
562.42699,Escherichia coli,ST-69
562.42701,Escherichia coli,ST-405
562.42703,Escherichia coli,ST-38
562.42710,Escherichia coli,ST-410
562.42712,Escherichia coli,ST-131
562.42722,Escherichia coli,ST-405
562.42724,Escherichia coli,ST-162
562.42727,Escherichia coli,ST-131
562.42728,Escherichia coli,ST-6178
562.42730,Escherichia coli,ST-636
562.42734,Escherichia coli,ST-131
562.42735,Escherichia coli,ST-131
562.42747,Escherichia coli,ST-131
562.42759,Escherichia coli,ST-2179
562.42766,Escherichia coli,ST-744
562.42772,Escherichia coli,ST-131
562.42774,Escherichia coli,ST-744
562.42775,Escherichia coli,ST-744
562.42779,Escherichia coli,ST-131
562.42781,Escherichia coli,ST-131
562.42783,Escherichia coli,ST-617
562.42784,Escherichia coli,ST-131
562.42788,Escherichia coli,ST-131
562.42799,Escherichia coli,ST-131
562.42800,Escherichia coli,ST-131
562.42802,Escherichia coli,ST-131
562.42803,Escherichia coli,ST-131
562.42813,Escherichia coli,ST-131
562.42815,Escherichia coli,ST-485
562.42817,Escherichia coli,ST-131
562.42829,Escherichia coli,ST-131
562.42833,Escherichia coli,ST-131
562.42835,Escherichia coli,ST-297
562.42836,Escherichia coli,ST-131
562.42851,Escherichia coli,ST-1386
562.42853,Escherichia coli,ST-131
562.42854,Escherichia coli,ST-410
562.42856,Escherichia coli,ST-131
562.42857,Escherichia coli,ST-93
562.42863,Escherichia coli,ST-131
562.42866,Escherichia coli,ST-405
562.42867,Escherichia coli,ST-131
562.42868,Escherichia coli,ST-44
562.42869,Escherichia coli,ST-4
562.42870,Escherichia coli,ST-38
562.42871,Escherichia coli,ST-1386
562.45399,Escherichia coli,ST-641
562.45400,Escherichia coli,ST-224
562.45404,Escherichia coli,ST-131
562.45598,Escherichia coli,ST-2847
562.45600,Escherichia coli,ST-117
562.45601,Escherichia coli,ST-162
562.45605,Escherichia coli,ST-101
562.45610,Escherichia coli,ST-212
562.45615,Escherichia coli,ST-11412
562.45617,Escherichia coli,ST-6743
562.45618,Escherichia coli,ST-155
562.45619,Escherichia coli,ST-13234
562.45621,Escherichia coli,ST-212
562.45625,Escherichia coli,ST-48
562.45630,Escherichia coli,ST-2847
562.45637,Escherichia coli,ST-155
562.45656,Escherichia coli,ST-117
562.45673,Escherichia coli,ST-155
562.45677,Escherichia coli,ST-11404
562.45845,Escherichia coli,ST-405
562.45846,Escherichia coli,ST-7522
562.45848,Escherichia coli,ST-349
562.45850,Escherichia coli,ST-38
562.45964,Escherichia coli,ST-38
562.48349,Escherichia coli,ST-88
562.52722,Escherichia coli,ST-29
562.53932,Escherichia coli,ST-11
562.56767,Escherichia coli,ST-1463
562.56771,Escherichia coli,ST-448
562.56782,Escherichia coli,ST-10
562.56785,Escherichia coli,ST-117
562.56787,Escherichia coli,ST-354
562.56792,Escherichia coli,ST-38
562.56794,Escherichia coli,ST-2450
562.56795,Escherichia coli,ST-57
562.56797,Escherichia coli,ST-540
562.56800,Escherichia coli,ST-38
562.56804,Escherichia coli,ST-131
562.56805,Escherichia coli,ST-131
562.56806,Escherichia coli,ST-58
562.56823,Escherichia coli,ST-3778
562.56831,Escherichia coli,ST-2485
562.56836,Escherichia coli,ST-131
562.56851,Escherichia coli,ST-2040
562.56853,Escherichia coli,ST-38
562.56866,Escherichia coli,ST-10
562.56869,Escherichia coli,ST-1844
562.56876,Escherichia coli,ST-38
562.56877,Escherichia coli,ST-88
562.56881,Escherichia coli,ST-38
562.56902,Escherichia coli,ST-10
562.56903,Escherichia coli,ST-2040
562.56904,Escherichia coli,ST-117
562.56905,Escherichia coli,ST-10
562.56907,Escherichia coli,ST-38
562.56908,Escherichia coli,ST-429
562.56919,Escherichia coli,ST-429
562.57076,Escherichia coli,ST-405
562.57077,Escherichia coli,ST-131
562.57078,Escherichia coli,ST-131
562.57079,Escherichia coli,ST-95
562.57080,Escherichia coli,ST-131
562.57081,Escherichia coli,ST-156
562.57082,Escherichia coli,ST-131
562.57083,Escherichia coli,ST-209
562.57084,Escherichia coli,ST-38
562.57085,Escherichia coli,ST-405
562.57086,Escherichia coli,ST-12
562.57087,Escherichia coli,ST-131
562.57088,Escherichia coli,ST-131
562.57091,Escherichia coli,ST-131
562.57092,Escherichia coli,ST-135
562.57093,Escherichia coli,ST-1973
562.57094,Escherichia coli,ST-69
562.57095,Escherichia coli,ST-216
562.57099,Escherichia coli,ST-10
562.57100,Escherichia coli,ST-2351
562.57101,Escherichia coli,ST-27
562.57102,Escherichia coli,ST-1973
562.57103,Escherichia coli,ST-337
562.57104,Escherichia coli,ST-69
562.57106,Escherichia coli,ST-43
562.57108,Escherichia coli,ST-4598
562.57109,Escherichia coli,ST-297
562.57110,Escherichia coli,ST-38
562.57112,Escherichia coli,ST-69
562.57114,Escherichia coli,ST-10
562.57115,Escherichia coli,ST-399
562.57118,Escherichia coli,ST-23
562.57119,Escherichia coli,ST-648
562.57121,Escherichia coli,ST-362
562.57122,Escherichia coli,ST-398
562.57125,Escherichia coli,ST-2350
562.57127,Escherichia coli,ST-69
562.57129,Escherichia coli,ST-59
562.57130,Escherichia coli,ST-678
562.57131,Escherichia coli,ST-354
562.57133,Escherichia coli,ST-131
562.57134,Escherichia coli,ST-635
562.57135,Escherichia coli,ST-399
562.57136,Escherichia coli,ST-10
562.57137,Escherichia coli,ST-88
562.57138,Escherichia coli,ST-641
562.57139,Escherichia coli,ST-130
562.57141,Escherichia coli,ST-8858
562.57142,Escherichia coli,ST-1619
562.57143,Escherichia coli,ST-141
562.57144,Escherichia coli,ST-297
562.57145,Escherichia coli,ST-409
562.57146,Escherichia coli,ST-5825
562.57147,Escherichia coli,ST-607
562.57148,Escherichia coli,ST-394
562.57149,Escherichia coli,ST-12
562.57154,Escherichia coli,ST-12
562.57156,Escherichia coli,ST-3021
562.57157,Escherichia coli,ST-6271
562.57158,Escherichia coli,ST-3381
562.57160,Escherichia coli,ST-93
562.57161,Escherichia coli,ST-10
562.57163,Escherichia coli,ST-100
562.57164,Escherichia coli,ST-8863
562.57165,Escherichia coli,ST-3
562.57166,Escherichia coli,ST-617
562.57168,Escherichia coli,ST-448
562.57169,Escherichia coli,ST-12
562.57171,Escherichia coli,ST-590
562.57172,Escherichia coli,ST-73
562.57173,Escherichia coli,ST-10
562.57174,Escherichia coli,ST-10
562.57175,Escherichia coli,ST-4627
562.57176,Escherichia coli,ST-10
562.57177,Escherichia coli,ST-12
562.57178,Escherichia coli,ST-127
562.57179,Escherichia coli,ST-660
562.57180,Escherichia coli,ST-590
562.57182,Escherichia coli,ST-973
562.57183,Escherichia coli,ST-131
562.57185,Escherichia coli,ST-3
562.57186,Escherichia coli,ST-1679
562.57188,Escherichia coli,ST-5268
562.57189,Escherichia coli,ST-70
562.57193,Escherichia coli,ST-59
562.57194,Escherichia coli,ST-70
562.57196,Escherichia coli,ST-12
562.57197,Escherichia coli,ST-131
562.57199,Escherichia coli,ST-38
562.57200,Escherichia coli,ST-59
562.57203,Escherichia coli,ST-131
562.57205,Escherichia coli,ST-8861
562.57206,Escherichia coli,ST-73
562.57208,Escherichia coli,ST-1724
562.57210,Escherichia coli,ST-127
562.57211,Escherichia coli,ST-69
562.57212,Escherichia coli,ST-2320
562.57213,Escherichia coli,ST-2320
562.57214,Escherichia coli,ST-390
562.57216,Escherichia coli,ST-6152
562.57217,Escherichia coli,ST-69
562.57219,Escherichia coli,ST-354
562.57220,Escherichia coli,ST-543
562.57223,Escherichia coli,ST-117
562.57224,Escherichia coli,ST-48
562.57226,Escherichia coli,ST-73
562.57227,Escherichia coli,ST-8853
562.57228,Escherichia coli,ST-73
562.57229,Escherichia coli,ST-39
562.57231,Escherichia coli,ST-547
562.57232,Escherichia coli,ST-2320
562.57236,Escherichia coli,ST-69
562.57237,Escherichia coli,ST-62
562.57238,Escherichia coli,ST-127
562.57239,Escherichia coli,ST-710
562.57240,Escherichia coli,ST-9781
562.57242,Escherichia coli,ST-10
562.57245,Escherichia coli,ST-405
562.57247,Escherichia coli,ST-38
562.57248,Escherichia coli,ST-131
562.57249,Escherichia coli,ST-2
562.57250,Escherichia coli,ST-131
562.57252,Escherichia coli,ST-224
562.57254,Escherichia coli,ST-131
562.57255,Escherichia coli,ST-453
562.57257,Escherichia coli,ST-1444
562.57258,Escherichia coli,ST-38
562.57259,Escherichia coli,ST-648
562.57260,Escherichia coli,ST-12
562.57261,Escherichia coli,ST-58
562.57262,Escherichia coli,ST-167
562.57263,Escherichia coli,ST-5024
562.57265,Escherichia coli,ST-69
562.57267,Escherichia coli,ST-648
562.57268,Escherichia coli,ST-38
562.57270,Escherichia coli,ST-69
562.57271,Escherichia coli,ST-648
562.57274,Escherichia coli,ST-131
562.57277,Escherichia coli,ST-131
562.57278,Escherichia coli,ST-131
562.57279,Escherichia coli,ST-131
562.57280,Escherichia coli,ST-38
562.57282,Escherichia coli,ST-694
562.57283,Escherichia coli,ST-131
562.57284,Escherichia coli,ST-131
562.57285,Escherichia coli,ST-405
562.57286,Escherichia coli,ST-43
562.57287,Escherichia coli,ST-131
562.57288,Escherichia coli,ST-38
562.57290,Escherichia coli,ST-617
562.57292,Escherichia coli,ST-1284
562.57293,Escherichia coli,ST-372
562.57294,Escherichia coli,ST-648
562.57295,Escherichia coli,ST-10
562.57296,Escherichia coli,ST-69
562.57297,Escherichia coli,ST-12
562.57298,Escherichia coli,ST-393
562.57300,Escherichia coli,ST-362
562.57302,Escherichia coli,ST-8855
562.57303,Escherichia coli,ST-1434
562.57304,Escherichia coli,ST-136
562.57306,Escherichia coli,ST-1141
562.57307,Escherichia coli,ST-141
562.57309,Escherichia coli,ST-636
562.57310,Escherichia coli,ST-405
562.57311,Escherichia coli,ST-73
562.57313,Escherichia coli,ST-409
562.57314,Escherichia coli,ST-607
562.57315,Escherichia coli,ST-8865
562.57316,Escherichia coli,ST-131
562.57317,Escherichia coli,ST-10
562.57320,Escherichia coli,ST-6701
562.57321,Escherichia coli,ST-1727
562.57322,Escherichia coli,ST-550
562.57323,Escherichia coli,ST-69
562.57324,Escherichia coli,ST-5064
562.57325,Escherichia coli,ST-95
562.57326,Escherichia coli,ST-399
562.57327,Escherichia coli,ST-10
562.57328,Escherichia coli,ST-58
562.57329,Escherichia coli,ST-10
562.57330,Escherichia coli,ST-10
562.57331,Escherichia coli,ST-73
562.57363,Escherichia coli,ST-38
562.57366,Escherichia coli,ST-38
562.57367,Escherichia coli,ST-2003
562.57368,Escherichia coli,ST-10
562.57369,Escherichia coli,ST-131
562.57370,Escherichia coli,ST-2179
562.57371,Escherichia coli,ST-131
562.57372,Escherichia coli,ST-648
562.57373,Escherichia coli,ST-354
562.57375,Escherichia coli,ST-131
562.57377,Escherichia coli,ST-10
562.57378,Escherichia coli,ST-131
562.57379,Escherichia coli,ST-457
562.57380,Escherichia coli,ST-131
562.57382,Escherichia coli,ST-1193
562.57384,Escherichia coli,ST-354
562.57385,Escherichia coli,ST-6622
562.57386,Escherichia coli,ST-93
562.57387,Escherichia coli,ST-6624
562.57389,Escherichia coli,ST-218
562.57390,Escherichia coli,ST-2003
562.57391,Escherichia coli,ST-101
562.57393,Escherichia coli,ST-5943
562.57394,Escherichia coli,ST-641
562.57395,Escherichia coli,ST-5949
562.57397,Escherichia coli,ST-877
562.57399,Escherichia coli,ST-405
562.57400,Escherichia coli,ST-38
562.57401,Escherichia coli,ST-3268
562.57402,Escherichia coli,ST-398
562.57403,Escherichia coli,ST-131
562.57404,Escherichia coli,ST-48
562.57405,Escherichia coli,ST-131
562.57406,Escherichia coli,ST-410
562.57408,Escherichia coli,ST-877
562.57409,Escherichia coli,ST-5950
562.57410,Escherichia coli,ST-5946
562.57411,Escherichia coli,ST-2165
562.57412,Escherichia coli,ST-410
562.57413,Escherichia coli,ST-1001
562.57416,Escherichia coli,ST-10
562.57417,Escherichia coli,ST-5944
562.57419,Escherichia coli,ST-746
562.57420,Escherichia coli,ST-1295
562.57421,Escherichia coli,ST-191
562.57422,Escherichia coli,ST-1642
562.57423,Escherichia coli,ST-4214
562.57424,Escherichia coli,ST-5945
562.57425,Escherichia coli,ST-48
562.57426,Escherichia coli,ST-538
562.57427,Escherichia coli,ST-10
562.57428,Escherichia coli,ST-10
562.57429,Escherichia coli,ST-205
562.57430,Escherichia coli,ST-5558
562.57431,Escherichia coli,ST-654
562.57434,Escherichia coli,ST-3045
562.57436,Escherichia coli,ST-1196
562.57437,Escherichia coli,ST-1056
562.57438,Escherichia coli,ST-345
562.57439,Escherichia coli,ST-716
562.57441,Escherichia coli,ST-5947
562.57442,Escherichia coli,ST-5948
562.57443,Escherichia coli,ST-20
562.57444,Escherichia coli,ST-405
562.57445,Escherichia coli,ST-196
562.57446,Escherichia coli,ST-88
562.57447,Escherichia coli,ST-457
562.57448,Escherichia coli,ST-48
562.57450,Escherichia coli,ST-46
562.57451,Escherichia coli,ST-2003
562.57453,Escherichia coli,ST-410
562.57454,Escherichia coli,ST-131
562.57455,Escherichia coli,ST-744
562.57459,Escherichia coli,ST-410
562.57460,Escherichia coli,ST-127
562.57461,Escherichia coli,ST-1585
562.57462,Escherichia coli,ST-457
562.57463,Escherichia coli,ST-354
562.57464,Escherichia coli,ST-648
562.57465,Escherichia coli,ST-410
562.57467,Escherichia coli,ST-442
562.57468,Escherichia coli,ST-428
562.57469,Escherichia coli,ST-69
562.57470,Escherichia coli,ST-405
562.57472,Escherichia coli,ST-457
562.57473,Escherichia coli,ST-131
562.57475,Escherichia coli,ST-131
562.57476,Escherichia coli,ST-457
562.57477,Escherichia coli,ST-69
562.57478,Escherichia coli,ST-354
562.57479,Escherichia coli,ST-2003
562.57480,Escherichia coli,ST-405
562.57481,Escherichia coli,ST-131
562.57482,Escherichia coli,ST-38
562.57483,Escherichia coli,ST-405
562.57485,Escherichia coli,ST-131
562.57487,Escherichia coli,ST-410
562.57488,Escherichia coli,ST-617
562.57490,Escherichia coli,ST-38
562.57492,Escherichia coli,ST-131
562.57493,Escherichia coli,ST-131
562.57494,Escherichia coli,ST-131
562.57495,Escherichia coli,ST-410
562.57496,Escherichia coli,ST-10
562.57497,Escherichia coli,ST-131
562.57498,Escherichia coli,ST-131
562.57499,Escherichia coli,ST-457
562.57500,Escherichia coli,ST-131
562.57501,Escherichia coli,ST-2186
562.57504,Escherichia coli,ST-2003
562.57506,Escherichia coli,ST-58
562.57507,Escherichia coli,ST-354
562.57508,Escherichia coli,ST-131
562.57510,Escherichia coli,ST-1602
562.58630,Escherichia coli,ST-617
562.58632,Escherichia coli,ST-131
562.58651,Escherichia coli,ST-1193
562.58703,Escherichia coli,ST-155
562.58704,Escherichia coli,ST-1266
562.58705,Escherichia coli,ST-156
562.58710,Escherichia coli,ST-410
562.58711,Escherichia coli,ST-101
562.58712,Escherichia coli,ST-744
562.58713,Escherichia coli,ST-371
562.58714,Escherichia coli,ST-744
562.58715,Escherichia coli,ST-6875
562.58717,Escherichia coli,ST-131
562.58718,Escherichia coli,ST-1086
562.58721,Escherichia coli,ST-156
562.58723,Escherichia coli,ST-156
562.58724,Escherichia coli,ST-398
562.58728,Escherichia coli,ST-359
562.58730,Escherichia coli,ST-69
562.58731,Escherichia coli,ST-224
562.58734,Escherichia coli,ST-744
562.58735,Escherichia coli,ST-4682
562.58737,Escherichia coli,ST-410
562.58738,Escherichia coli,ST-5708
562.58739,Escherichia coli,ST-1602
562.58740,Escherichia coli,ST-117
562.58749,Escherichia coli,ST-609
562.58751,Escherichia coli,ST-1640
562.58762,Escherichia coli,ST-165
562.58769,Escherichia coli,ST-641
562.58770,Escherichia coli,ST-212
562.58771,Escherichia coli,ST-202
562.58772,Escherichia coli,ST-3998
562.58773,Escherichia coli,ST-8361
562.58774,Escherichia coli,ST-155
562.58775,Escherichia coli,ST-23
562.58776,Escherichia coli,ST-8363
562.58777,Escherichia coli,ST-8360
562.58778,Escherichia coli,ST-1611
562.58779,Escherichia coli,ST-212
562.58780,Escherichia coli,ST-1611
562.58781,Escherichia coli,ST-10
562.58783,Escherichia coli,ST-48
562.58784,Escherichia coli,ST-155
562.58786,Escherichia coli,ST-193
562.58787,Escherichia coli,ST-1146
562.58788,Escherichia coli,ST-1146
562.58789,Escherichia coli,ST-127
562.58790,Escherichia coli,ST-2160
562.58792,Escherichia coli,ST-8097
562.59218,Escherichia coli,ST-410
562.59220,Escherichia coli,ST-354
562.64824,Escherichia coli,ST-73
562.64825,Escherichia coli,ST-491
562.64826,Escherichia coli,ST-607
562.64830,Escherichia coli,ST-12
562.64849,Escherichia coli,ST-69
562.64859,Escherichia coli,ST-140
562.64864,Escherichia coli,ST-59
562.64867,Escherichia coli,ST-10
562.64875,Escherichia coli,ST-131
562.64882,Escherichia coli,ST-416
562.64883,Escherichia coli,ST-95
562.64889,Escherichia coli,ST-12
562.64892,Escherichia coli,ST-978
562.64899,Escherichia coli,ST-73
562.64900,Escherichia coli,ST-9788
562.64901,Escherichia coli,ST-69
562.64904,Escherichia coli,ST-95
562.64906,Escherichia coli,ST-367
562.64907,Escherichia coli,ST-9506
562.64911,Escherichia coli,ST-746
562.64914,Escherichia coli,ST-453
562.64941,Escherichia coli,ST-1193
562.64949,Escherichia coli,ST-80
562.64960,Escherichia coli,ST-73
562.64965,Escherichia coli,ST-127
562.64966,Escherichia coli,ST-69
562.64970,Escherichia coli,ST-69
562.64971,Escherichia coli,ST-12
562.65001,Escherichia coli,ST-6375
562.65010,Escherichia coli,ST-73
562.65017,Escherichia coli,ST-998
562.65018,Escherichia coli,ST-3052
562.65024,Escherichia coli,ST-847
562.65033,Escherichia coli,ST-131
562.65043,Escherichia coli,ST-59
562.65048,Escherichia coli,ST-73
562.65051,Escherichia coli,ST-12
562.65055,Escherichia coli,ST-1236
562.65067,Escherichia coli,ST-117
562.65072,Escherichia coli,ST-73
562.65075,Escherichia coli,ST-131
562.65077,Escherichia coli,ST-73
562.65080,Escherichia coli,ST-410
562.65082,Escherichia coli,ST-10
562.65086,Escherichia coli,ST-416
562.65095,Escherichia coli,ST-603
562.65109,Escherichia coli,ST-69
562.65126,Escherichia coli,ST-69
562.65136,Escherichia coli,ST-10
562.65148,Escherichia coli,ST-127
562.65151,Escherichia coli,ST-127
562.65155,Escherichia coli,ST-69
562.65178,Escherichia coli,ST-73
562.65180,Escherichia coli,ST-410
562.65200,Escherichia coli,ST-95
562.65214,Escherichia coli,ST-372
562.65219,Escherichia coli,ST-10
562.65239,Escherichia coli,ST-73
562.65242,Escherichia coli,ST-131
562.65253,Escherichia coli,ST-1057
562.65254,Escherichia coli,ST-73
562.65260,Escherichia coli,ST-73
562.65261,Escherichia coli,ST-73
562.65265,Escherichia coli,ST-162
562.65266,Escherichia coli,ST-73
562.65273,Escherichia coli,ST-127
562.65278,Escherichia coli,ST-95
562.65288,Escherichia coli,ST-23
562.65289,Escherichia coli,ST-1193
562.65294,Escherichia coli,ST-73
562.65296,Escherichia coli,ST-550
562.65308,Escherichia coli,ST-144
562.65333,Escherichia coli,ST-69
562.65334,Escherichia coli,ST-131
562.65337,Escherichia coli,ST-80
562.65339,Escherichia coli,ST-131
562.65340,Escherichia coli,ST-73
562.65346,Escherichia coli,ST-131
562.65364,Escherichia coli,ST-73
562.65365,Escherichia coli,ST-73
562.65378,Escherichia coli,ST-73
562.65379,Escherichia coli,ST-73
562.65381,Escherichia coli,ST-88
562.65385,Escherichia coli,ST-95
562.65402,Escherichia coli,ST-155
562.65409,Escherichia coli,ST-69
562.65413,Escherichia coli,ST-95
562.65415,Escherichia coli,ST-95
562.65436,Escherichia coli,ST-421
562.65441,Escherichia coli,ST-73
562.65443,Escherichia coli,ST-73
562.65445,Escherichia coli,ST-95
562.65454,Escherichia coli,ST-1161
562.65472,Escherichia coli,ST-69
562.65479,Escherichia coli,ST-131
562.65481,Escherichia coli,ST-73
562.65485,Escherichia coli,ST-73
562.65487,Escherichia coli,ST-69
562.65504,Escherichia coli,ST-86
562.65506,Escherichia coli,ST-131
562.65511,Escherichia coli,ST-127
562.65518,Escherichia coli,ST-720
562.65522,Escherichia coli,ST-95
562.65525,Escherichia coli,ST-10
562.65539,Escherichia coli,ST-1262
562.65544,Escherichia coli,ST-131
562.65556,Escherichia coli,ST-95
562.65563,Escherichia coli,ST-429
562.65564,Escherichia coli,ST-12
562.65566,Escherichia coli,ST-131
562.65574,Escherichia coli,ST-14
562.65578,Escherichia coli,ST-131
562.65581,Escherichia coli,ST-404
562.65586,Escherichia coli,ST-59
562.65593,Escherichia coli,ST-95
562.65606,Escherichia coli,ST-131
562.65610,Escherichia coli,ST-127
562.65614,Escherichia coli,ST-167
562.65616,Escherichia coli,ST-73
562.65621,Escherichia coli,ST-73
562.65625,Escherichia coli,ST-69
562.65637,Escherichia coli,ST-73
562.65647,Escherichia coli,ST-2998
562.65654,Escherichia coli,ST-69
562.65662,Escherichia coli,ST-73
562.65668,Escherichia coli,ST-117
562.65677,Escherichia coli,ST-131
562.65721,Escherichia coli,ST-127
562.65732,Escherichia coli,ST-106
562.65738,Escherichia coli,ST-73
562.65739,Escherichia coli,ST-69
562.65741,Escherichia coli,ST-95
562.65746,Escherichia coli,ST-95
562.65749,Escherichia coli,ST-69
562.65757,Escherichia coli,ST-144
562.65760,Escherichia coli,ST-73
562.65783,Escherichia coli,ST-6901
562.65784,Escherichia coli,ST-88
562.65791,Escherichia coli,ST-744
562.65793,Escherichia coli,ST-410
562.65795,Escherichia coli,ST-410
562.65808,Escherichia coli,ST-410
562.65810,Escherichia coli,ST-410
562.65813,Escherichia coli,ST-410
562.73352,Escherichia coli,ST-607
562.73354,Escherichia coli,ST-607
562.73356,Escherichia coli,ST-1196
562.73363,Escherichia coli,ST-1196
562.73368,Escherichia coli,ST-1196
562.73372,Escherichia coli,ST-224
562.73374,Escherichia coli,ST-1196
562.73378,Escherichia coli,ST-1196
562.73381,Escherichia coli,ST-131
562.73393,Escherichia coli,ST-607
562.73398,Escherichia coli,ST-1196
562.7567,Escherichia coli,ST-5488
562.7568,Escherichia coli,ST-5339
562.7569,Escherichia coli,ST-517
562.7570,Escherichia coli,ST-40
562.7571,Escherichia coli,ST-517
562.7572,Escherichia coli,ST-301
562.7573,Escherichia coli,ST-443
562.7575,Escherichia coli,ST-337
562.7576,Escherichia coli,ST-5241
562.7577,Escherichia coli,ST-301
562.7578,Escherichia coli,ST-382
562.7580,Escherichia coli,ST-4424
562.7583,Escherichia coli,ST-10
562.7584,Escherichia coli,ST-583
562.7623,Escherichia coli,ST-328
562.7624,Escherichia coli,ST-328
562.7625,Escherichia coli,ST-378
562.7626,Escherichia coli,ST-378
562.7627,Escherichia coli,ST-4554
562.7629,Escherichia coli,ST-517
562.7631,Escherichia coli,ST-517
562.7635,Escherichia coli,ST-328
562.7636,Escherichia coli,ST-328
562.7640,Escherichia coli,ST-517
562.7641,Escherichia coli,ST-5543
562.7642,Escherichia coli,ST-4550
562.7643,Escherichia coli,ST-10
562.7645,Escherichia coli,ST-34
562.7646,Escherichia coli,ST-5426
562.7647,Escherichia coli,ST-328
562.7648,Escherichia coli,ST-29
562.7649,Escherichia coli,ST-5353
562.7652,Escherichia coli,ST-121
562.7653,Escherichia coli,ST-589
562.7655,Escherichia coli,ST-517
562.7657,Escherichia coli,ST-5353
562.7658,Escherichia coli,ST-517
562.7659,Escherichia coli,ST-4554
562.7662,Escherichia coli,ST-301
562.7663,Escherichia coli,ST-301
562.7664,Escherichia coli,ST-328
562.7665,Escherichia coli,ST-382
562.7666,Escherichia coli,ST-328
562.7668,Escherichia coli,ST-328
562.7669,Escherichia coli,ST-337
562.7670,Escherichia coli,ST-517
562.7672,Escherichia coli,ST-5508
562.7674,Escherichia coli,ST-121
562.7677,Escherichia coli,ST-517
562.7679,Escherichia coli,ST-589
562.7680,Escherichia coli,ST-4550
562.7681,Escherichia coli,ST-328
562.7683,Escherichia coli,ST-378
562.7684,Escherichia coli,ST-17
562.7685,Escherichia coli,ST-29
562.7686,Escherichia coli,ST-381
562.7687,Escherichia coli,ST-302
562.7689,Escherichia coli,ST-378
562.7690,Escherichia coli,ST-2144
562.7691,Escherichia coli,ST-121
562.7693,Escherichia coli,ST-443
562.7695,Escherichia coli,ST-2089
562.7696,Escherichia coli,ST-803
562.7698,Escherichia coli,ST-328
562.7699,Escherichia coli,ST-335
562.7700,Escherichia coli,ST-34
562.7701,Escherichia coli,ST-335
562.7702,Escherichia coli,ST-2089
562.7703,Escherichia coli,ST-443
562.7704,Escherichia coli,ST-10
562.7705,Escherichia coli,ST-29
562.7706,Escherichia coli,ST-29
562.7707,Escherichia coli,ST-5241
562.7709,Escherichia coli,ST-328
562.7710,Escherichia coli,ST-3
562.7712,Escherichia coli,ST-4590
562.7713,Escherichia coli,ST-40
562.7717,Escherichia coli,ST-2346
562.7720,Escherichia coli,ST-382
562.7721,Escherichia coli,ST-517
562.7722,Escherichia coli,ST-29
562.7723,Escherichia coli,ST-10
562.7724,Escherichia coli,ST-5406
562.7725,Escherichia coli,ST-5241
562.7726,Escherichia coli,ST-517
562.7728,Escherichia coli,ST-40
562.7730,Escherichia coli,ST-5485
562.7731,Escherichia coli,ST-29
562.7732,Escherichia coli,ST-40
562.7733,Escherichia coli,ST-5330
562.7734,Escherichia coli,ST-381
562.7735,Escherichia coli,ST-517
562.7737,Escherichia coli,ST-517
562.7738,Escherichia coli,ST-328
562.7740,Escherichia coli,ST-382
562.7742,Escherichia coli,ST-5381
562.7743,Escherichia coli,ST-40
562.7744,Escherichia coli,ST-5241
562.7745,Escherichia coli,ST-121
562.7746,Escherichia coli,ST-335
562.7747,Escherichia coli,ST-517
562.7749,Escherichia coli,ST-378
562.7750,Escherichia coli,ST-34
562.7752,Escherichia coli,ST-583
562.7753,Escherichia coli,ST-29
562.7754,Escherichia coli,ST-29
562.7757,Escherichia coli,ST-34
562.7758,Escherichia coli,ST-29
562.7759,Escherichia coli,ST-517
562.7761,Escherichia coli,ST-5582
562.7762,Escherichia coli,ST-517
562.7770,Escherichia coli,ST-29
