genome_id,drug,phenotype
562.22471,Ampicillin,R
562.22471,Ciprofloxacin,R
562.22471,Trimethoprim,R
562.22472,Ampicillin,R
562.22472,Trimethoprim,S
562.22473,Ampicillin,S
562.22473,Ciprofloxacin,S
562.22473,Trimethoprim,S
562.22474,Ampicillin,R
562.22474,Ciprofloxacin,S
562.22474,Trimethoprim,S
562.22477,Ampicillin,S
562.22477,Ciprofloxacin,S
562.22477,Trimethoprim,S
562.22479,Ampicillin,R
562.22479,Ciprofloxacin,R
562.22479,Trimethoprim,R
562.22480,Ampicillin,R
562.22480,Ciprofloxacin,S
562.22480,Trimethoprim,R
562.22481,Ampicillin,R
562.22481,Ciprofloxacin,R
562.22481,Trimethoprim,R
562.22482,Ampicillin,S
562.22482,Ciprofloxacin,S
562.22482,Trimethoprim,S
562.22484,Ampicillin,S
562.22484,Ciprofloxacin,R
562.22484,Trimethoprim,R
562.22485,Ampicillin,R
562.22485,Ciprofloxacin,S
562.22485,Trimethoprim,R
562.22486,Ampicillin,S
562.22486,Ciprofloxacin,S
562.22486,Trimethoprim,S
562.22487,Ampicillin,S
562.22487,Ciprofloxacin,S
562.22487,Trimethoprim,S
562.22489,Ampicillin,S
562.22489,Ciprofloxacin,S
562.22489,Trimethoprim,S
562.22490,Ampicillin,R
562.22490,Ciprofloxacin,S
562.22490,Trimethoprim,S
562.22492,Ampicillin,S
562.22492,Ciprofloxacin,S
562.22492,Trimethoprim,S
562.22494,Ampicillin,S
562.22494,Ciprofloxacin,S
562.22494,Trimethoprim,S
562.22495,Ampicillin,S
562.22495,Ciprofloxacin,R
562.22495,Trimethoprim,R
562.22496,Ampicillin,R
562.22496,Ciprofloxacin,R
562.22496,Trimethoprim,R
562.22497,Ampicillin,S
562.22497,Ciprofloxacin,S
562.22497,Trimethoprim,S
562.22498,Ampicillin,S
562.22498,Ciprofloxacin,S
562.22498,Trimethoprim,S
562.22499,Ampicillin,R
562.22499,Ciprofloxacin,R
562.22499,Trimethoprim,R
562.22500,Ampicillin,R
562.22500,Ciprofloxacin,S
562.22505,Ampicillin,R
562.22505,Ciprofloxacin,S
562.22505,Trimethoprim,S
562.22506,Ampicillin,S
562.22506,Ciprofloxacin,S
562.22506,Trimethoprim,S
562.22507,Ampicillin,S
562.22507,Ciprofloxacin,S
562.22507,Trimethoprim,S
562.22508,Ampicillin,R
562.22508,Ciprofloxacin,S
562.22508,Trimethoprim,R
562.22509,Ampicillin,S
562.22509,Ciprofloxacin,S
562.22509,Trimethoprim,S
562.22510,Ampicillin,S
562.22510,Ciprofloxacin,S
562.22510,Trimethoprim,S
562.22511,Ampicillin,S
562.22511,Ciprofloxacin,S
562.22511,Trimethoprim,S
562.22512,Ampicillin,R
562.22512,Ciprofloxacin,S
562.22512,Trimethoprim,S
562.22513,Ampicillin,S
562.22513,Ciprofloxacin,S
562.22513,Trimethoprim,S
562.22516,Ampicillin,R
562.22516,Ciprofloxacin,S
562.22516,Trimethoprim,R
562.22517,Ampicillin,S
562.22517,Ciprofloxacin,S
562.22517,Trimethoprim,S
562.22518,Ampicillin,R
562.22518,Ciprofloxacin,R
562.22518,Trimethoprim,R
562.22520,Ampicillin,R
562.22520,Ciprofloxacin,S
562.22520,Trimethoprim,R
562.22521,Ampicillin,R
562.22521,Ciprofloxacin,S
562.22521,Trimethoprim,R
562.22522,Ampicillin,S
562.22522,Ciprofloxacin,S
562.22522,Trimethoprim,S
562.22523,Ampicillin,S
562.22523,Ciprofloxacin,S
562.22523,Trimethoprim,S
562.22524,Ampicillin,R
562.22524,Ciprofloxacin,S
562.22524,Trimethoprim,S
562.22525,Ampicillin,R
562.22525,Ciprofloxacin,S
562.22525,Trimethoprim,S
562.22526,Ampicillin,S
562.22526,Ciprofloxacin,S
562.22526,Trimethoprim,S
562.22527,Ampicillin,R
562.22527,Ciprofloxacin,R
562.22527,Trimethoprim,R
562.22528,Ampicillin,R
562.22528,Ciprofloxacin,S
562.22528,Trimethoprim,S
562.22529,Ampicillin,R
562.22529,Ciprofloxacin,S
562.22529,Trimethoprim,S
562.22532,Ampicillin,S
562.22532,Ciprofloxacin,S
562.22532,Trimethoprim,S
562.22533,Ampicillin,S
562.22533,Ciprofloxacin,S
562.22533,Trimethoprim,S
562.22534,Ampicillin,R
562.22534,Ciprofloxacin,S
562.22534,Trimethoprim,S
562.22538,Ampicillin,R
562.22538,Ciprofloxacin,S
562.22538,Trimethoprim,R
562.22539,Ampicillin,R
562.22539,Ciprofloxacin,R
562.22539,Trimethoprim,R
562.22540,Ampicillin,R
562.22540,Ciprofloxacin,S
562.22540,Trimethoprim,S
562.22541,Ampicillin,R
562.22541,Ciprofloxacin,R
562.22541,Trimethoprim,R
562.22543,Ampicillin,R
562.22543,Trimethoprim,S
562.22545,Ampicillin,R
562.22545,Ciprofloxacin,S
562.22545,Trimethoprim,S
562.22546,Ampicillin,R
562.22546,Ciprofloxacin,S
562.22546,Trimethoprim,R
562.22549,Ampicillin,S
562.22549,Ciprofloxacin,S
562.22549,Trimethoprim,S
562.22550,Ampicillin,R
562.22550,Ciprofloxacin,S
562.22550,Trimethoprim,S
562.22551,Ampicillin,R
562.22551,Ciprofloxacin,R
562.22551,Trimethoprim,R
562.22552,Ampicillin,R
562.22552,Ciprofloxacin,S
562.22552,Trimethoprim,R
562.22553,Ampicillin,S
562.22553,Ciprofloxacin,S
562.22553,Trimethoprim,S
562.22554,Ampicillin,R
562.22554,Ciprofloxacin,S
562.22554,Trimethoprim,R
562.22555,Ampicillin,S
562.22555,Ciprofloxacin,S
562.22555,Trimethoprim,S
562.22556,Ampicillin,S
562.22556,Ciprofloxacin,S
562.22556,Trimethoprim,S
562.22557,Ampicillin,R
562.22557,Ciprofloxacin,S
562.22557,Trimethoprim,S
562.22558,Ampicillin,S
562.22558,Ciprofloxacin,S
562.22558,Trimethoprim,S
562.22559,Ampicillin,R
562.22559,Ciprofloxacin,S
562.22559,Trimethoprim,S
562.22561,Ampicillin,R
562.22561,Ciprofloxacin,S
562.22561,Trimethoprim,S
562.22563,Ampicillin,S
562.22563,Ciprofloxacin,S
562.22563,Trimethoprim,S
562.22564,Ampicillin,R
562.22564,Ciprofloxacin,S
562.22564,Trimethoprim,S
562.22567,Ampicillin,R
562.22567,Ciprofloxacin,S
562.22567,Trimethoprim,R
562.22570,Ampicillin,S
562.22570,Ciprofloxacin,S
562.22570,Trimethoprim,R
562.22571,Ampicillin,S
562.22571,Ciprofloxacin,S
562.22571,Trimethoprim,S
562.22572,Ampicillin,R
562.22572,Ciprofloxacin,S
562.22572,Trimethoprim,S
562.22573,Ampicillin,S
562.22573,Ciprofloxacin,S
562.22573,Trimethoprim,S
562.22574,Ampicillin,S
562.22574,Ciprofloxacin,S
562.22574,Trimethoprim,S
562.22576,Ampicillin,S
562.22576,Ciprofloxacin,S
562.22576,Trimethoprim,S
562.22577,Ampicillin,R
562.22577,Ciprofloxacin,S
562.22577,Trimethoprim,S
562.22578,Ampicillin,S
562.22578,Ciprofloxacin,S
562.22578,Trimethoprim,S
562.22579,Ampicillin,R
562.22579,Ciprofloxacin,S
562.22579,Trimethoprim,S
562.22582,Ampicillin,R
562.22582,Ciprofloxacin,R
562.22582,Trimethoprim,S
562.22584,Ampicillin,R
562.22584,Ciprofloxacin,S
562.22584,Trimethoprim,S
562.22585,Ampicillin,S
562.22585,Ciprofloxacin,S
562.22585,Trimethoprim,S
562.22586,Ampicillin,R
562.22586,Ciprofloxacin,R
562.22586,Trimethoprim,R
562.22587,Ampicillin,R
562.22587,Ciprofloxacin,S
562.22587,Trimethoprim,R
562.22590,Ampicillin,S
562.22590,Ciprofloxacin,S
562.22590,Trimethoprim,S
562.22591,Ampicillin,S
562.22591,Ciprofloxacin,S
562.22591,Trimethoprim,S
562.22592,Ampicillin,R
562.22592,Ciprofloxacin,S
562.22592,Trimethoprim,S
562.22593,Ampicillin,R
562.22593,Ciprofloxacin,S
562.22593,Trimethoprim,S
562.22594,Ampicillin,S
562.22594,Ciprofloxacin,S
562.22594,Trimethoprim,S
562.22595,Ampicillin,R
562.22595,Ciprofloxacin,R
562.22595,Trimethoprim,R
562.22599,Ampicillin,S
562.22599,Ciprofloxacin,S
562.22599,Trimethoprim,S
562.22600,Ampicillin,S
562.22600,Ciprofloxacin,S
562.22600,Trimethoprim,S
562.22601,Ampicillin,S
562.22601,Ciprofloxacin,R
562.22601,Trimethoprim,R
562.22602,Ampicillin,S
562.22602,Ciprofloxacin,R
562.22602,Trimethoprim,R
562.22603,Ampicillin,S
562.22603,Ciprofloxacin,S
562.22603,Trimethoprim,S
562.22604,Ampicillin,S
562.22604,Ciprofloxacin,S
562.22604,Trimethoprim,S
562.22605,Ampicillin,R
562.22605,Ciprofloxacin,S
562.22605,Trimethoprim,R
562.22606,Ampicillin,S
562.22606,Ciprofloxacin,S
562.22606,Trimethoprim,S
562.22607,Ampicillin,R
562.22607,Ciprofloxacin,S
562.22607,Trimethoprim,R
562.22608,Ampicillin,S
562.22608,Ciprofloxacin,S
562.22608,Trimethoprim,S
562.22609,Ampicillin,S
562.22609,Ciprofloxacin,S
562.22609,Trimethoprim,S
562.22610,Ampicillin,S
562.22610,Ciprofloxacin,S
562.22610,Trimethoprim,S
562.22611,Ampicillin,R
562.22611,Ciprofloxacin,R
562.22611,Trimethoprim,R
562.22612,Ampicillin,R
562.22612,Ciprofloxacin,S
562.22612,Trimethoprim,S
562.22614,Ampicillin,S
562.22614,Ciprofloxacin,S
562.22614,Trimethoprim,S
562.22615,Ampicillin,S
562.22615,Ciprofloxacin,S
562.22615,Trimethoprim,S
562.22617,Ampicillin,S
562.22617,Ciprofloxacin,S
562.22617,Trimethoprim,S
562.22618,Ampicillin,R
562.22618,Ciprofloxacin,S
562.22618,Trimethoprim,R
562.22620,Ampicillin,R
562.22620,Ciprofloxacin,R
562.22620,Trimethoprim,R
562.22621,Ampicillin,S
562.22621,Ciprofloxacin,S
562.22621,Trimethoprim,S
562.22622,Ampicillin,S
562.22622,Ciprofloxacin,R
562.22622,Trimethoprim,S
562.22623,Ampicillin,S
562.22623,Ciprofloxacin,S
562.22623,Trimethoprim,S
562.22624,Ampicillin,S
562.22624,Ciprofloxacin,S
562.22624,Trimethoprim,S
562.22625,Ampicillin,S
562.22625,Ciprofloxacin,S
562.22625,Trimethoprim,S
562.22626,Ampicillin,R
562.22626,Ciprofloxacin,R
562.22626,Trimethoprim,S
562.22628,Ampicillin,S
562.22628,Ciprofloxacin,S
562.22628,Trimethoprim,S
562.22632,Ampicillin,R
562.22632,Ciprofloxacin,S
562.22632,Trimethoprim,S
562.22633,Ampicillin,S
562.22633,Ciprofloxacin,S
562.22633,Trimethoprim,S
562.22634,Ampicillin,R
562.22634,Ciprofloxacin,S
562.22634,Trimethoprim,R
562.22635,Ampicillin,R
562.22635,Ciprofloxacin,S
562.22635,Trimethoprim,R
562.22636,Ampicillin,S
562.22636,Ciprofloxacin,R
562.22636,Trimethoprim,R
562.22637,Ampicillin,S
562.22637,Ciprofloxacin,S
562.22637,Trimethoprim,S
562.22638,Ampicillin,R
562.22638,Ciprofloxacin,S
562.22638,Trimethoprim,S
562.22639,Ampicillin,R
562.22639,Ciprofloxacin,S
562.22639,Trimethoprim,R
562.22640,Ampicillin,R
562.22640,Ciprofloxacin,S
562.22640,Trimethoprim,R
562.22643,Ampicillin,R
562.22643,Ciprofloxacin,S
562.22643,Trimethoprim,S
562.22644,Ampicillin,R
562.22644,Ciprofloxacin,S
562.22644,Trimethoprim,S
562.22646,Ampicillin,R
562.22646,Ciprofloxacin,S
562.22646,Trimethoprim,R
562.22647,Ampicillin,R
562.22647,Ciprofloxacin,R
562.22647,Trimethoprim,R
562.22648,Ampicillin,R
562.22648,Ciprofloxacin,S
562.22648,Trimethoprim,S
562.22649,Ampicillin,S
562.22649,Ciprofloxacin,S
562.22649,Trimethoprim,S
562.22650,Ampicillin,R
562.22650,Ciprofloxacin,R
562.22650,Trimethoprim,R
562.22651,Ampicillin,R
562.22651,Ciprofloxacin,R
562.22651,Trimethoprim,S
562.22652,Ampicillin,R
562.22652,Ciprofloxacin,S
562.22652,Trimethoprim,R
562.22654,Ampicillin,R
562.22654,Ciprofloxacin,S
562.22654,Trimethoprim,S
562.22655,Ampicillin,R
562.22655,Ciprofloxacin,R
562.22655,Trimethoprim,R
562.22656,Ampicillin,R
562.22656,Ciprofloxacin,S
562.22656,Trimethoprim,S
562.22658,Ampicillin,R
562.22658,Ciprofloxacin,S
562.22658,Trimethoprim,S
562.22659,Ampicillin,S
562.22659,Ciprofloxacin,S
562.22659,Trimethoprim,S
562.22662,Ampicillin,R
562.22662,Ciprofloxacin,S
562.22662,Trimethoprim,S
562.22663,Ampicillin,S
562.22663,Ciprofloxacin,S
562.22663,Trimethoprim,S
562.22664,Ampicillin,S
562.22664,Ciprofloxacin,S
562.22664,Trimethoprim,S
562.22666,Ampicillin,S
562.22666,Ciprofloxacin,S
562.22666,Trimethoprim,S
562.22668,Ampicillin,S
562.22668,Ciprofloxacin,S
562.22668,Trimethoprim,S
562.22669,Ampicillin,R
562.22669,Ciprofloxacin,R
562.22669,Trimethoprim,R
562.22670,Ampicillin,S
562.22670,Ciprofloxacin,S
562.22670,Trimethoprim,S
562.22672,Ampicillin,R
562.22672,Ciprofloxacin,R
562.22672,Trimethoprim,R
562.22673,Ampicillin,S
562.22673,Ciprofloxacin,S
562.22673,Trimethoprim,S
562.22674,Ampicillin,S
562.22674,Ciprofloxacin,S
562.22674,Trimethoprim,S
562.22675,Ampicillin,S
562.22675,Ciprofloxacin,S
562.22675,Trimethoprim,S
562.22676,Ampicillin,R
562.22676,Ciprofloxacin,S
562.22676,Trimethoprim,R
562.22677,Ampicillin,R
562.22677,Ciprofloxacin,R
562.22677,Trimethoprim,R
562.22678,Ampicillin,S
562.22678,Ciprofloxacin,S
562.22678,Trimethoprim,S
562.22679,Ampicillin,S
562.22679,Ciprofloxacin,S
562.22679,Trimethoprim,S
562.22680,Ampicillin,R
562.22680,Ciprofloxacin,R
562.22680,Trimethoprim,R
562.22681,Ampicillin,R
562.22681,Ciprofloxacin,S
562.22681,Trimethoprim,S
562.22686,Ampicillin,R
562.22686,Ciprofloxacin,S
562.22686,Trimethoprim,S
562.22687,Ampicillin,R
562.22687,Ciprofloxacin,S
562.22687,Trimethoprim,S
562.22688,Ampicillin,R
562.22688,Ciprofloxacin,S
562.22688,Trimethoprim,R
562.22691,Ampicillin,R
562.22691,Ciprofloxacin,R
562.22691,Trimethoprim,S
562.22693,Ampicillin,R
562.22693,Ciprofloxacin,S
562.22693,Trimethoprim,R
562.22694,Ampicillin,R
562.22694,Ciprofloxacin,R
562.22694,Trimethoprim,R
562.22695,Ampicillin,R
562.22695,Ciprofloxacin,S
562.22695,Trimethoprim,R
562.22696,Ampicillin,R
562.22696,Ciprofloxacin,S
562.22696,Trimethoprim,S
562.22697,Ampicillin,S
562.22697,Ciprofloxacin,S
562.22697,Trimethoprim,S
562.22698,Ampicillin,S
562.22698,Ciprofloxacin,S
562.22698,Trimethoprim,S
562.22699,Ampicillin,S
562.22699,Ciprofloxacin,S
562.22699,Trimethoprim,S
562.22700,Ampicillin,R
562.22700,Ciprofloxacin,R
562.22700,Trimethoprim,R
562.22701,Ampicillin,R
562.22701,Ciprofloxacin,S
562.22701,Trimethoprim,S
562.22702,Ampicillin,R
562.22702,Ciprofloxacin,S
562.22702,Trimethoprim,S
562.22703,Ampicillin,R
562.22703,Ciprofloxacin,S
562.22703,Trimethoprim,R
562.22705,Ampicillin,S
562.22705,Ciprofloxacin,S
562.22705,Trimethoprim,S
562.22706,Ampicillin,S
562.22706,Ciprofloxacin,S
562.22706,Trimethoprim,R
562.22707,Ampicillin,R
562.22707,Ciprofloxacin,S
562.22707,Trimethoprim,R
562.22708,Ampicillin,R
562.22708,Ciprofloxacin,R
562.22708,Trimethoprim,R
562.22710,Ampicillin,S
562.22710,Ciprofloxacin,S
562.22710,Trimethoprim,S
562.22711,Ampicillin,R
562.22711,Ciprofloxacin,S
562.22711,Trimethoprim,S
562.22712,Ampicillin,S
562.22712,Ciprofloxacin,S
562.22712,Trimethoprim,S
562.22713,Ampicillin,R
562.22713,Ciprofloxacin,S
562.22713,Trimethoprim,S
562.22714,Ampicillin,R
562.22714,Ciprofloxacin,S
562.22714,Trimethoprim,R
562.22717,Ampicillin,R
562.22717,Ciprofloxacin,R
562.22717,Trimethoprim,S
562.22719,Ampicillin,S
562.22719,Ciprofloxacin,S
562.22719,Trimethoprim,S
562.22720,Ampicillin,S
562.22720,Ciprofloxacin,S
562.22720,Trimethoprim,S
562.22721,Ampicillin,R
562.22721,Ciprofloxacin,R
562.22721,Trimethoprim,R
562.22722,Ampicillin,R
562.22722,Ciprofloxacin,S
562.22722,Trimethoprim,R
562.22724,Ampicillin,R
562.22724,Ciprofloxacin,R
562.22724,Trimethoprim,R
562.22726,Ampicillin,S
562.22726,Ciprofloxacin,S
562.22726,Trimethoprim,S
562.22728,Ampicillin,R
562.22728,Ciprofloxacin,S
562.22728,Trimethoprim,R
562.22729,Ampicillin,R
562.22729,Ciprofloxacin,S
562.22729,Trimethoprim,S
562.22730,Ampicillin,S
562.22730,Ciprofloxacin,S
562.22730,Trimethoprim,S
562.22731,Ampicillin,S
562.22731,Ciprofloxacin,S
562.22731,Trimethoprim,S
562.22734,Ampicillin,R
562.22734,Ciprofloxacin,S
562.22734,Trimethoprim,R
562.22735,Ampicillin,R
562.22735,Ciprofloxacin,S
562.22735,Trimethoprim,S
562.22736,Ampicillin,S
562.22736,Ciprofloxacin,S
562.22736,Trimethoprim,S
562.22737,Ampicillin,S
562.22737,Ciprofloxacin,S
562.22737,Trimethoprim,S
562.22740,Ampicillin,S
562.22740,Ciprofloxacin,S
562.22740,Trimethoprim,S
562.22741,Ampicillin,R
562.22741,Ciprofloxacin,S
562.22741,Trimethoprim,R
562.22742,Ampicillin,R
562.22742,Ciprofloxacin,S
562.22742,Trimethoprim,R
562.22743,Ampicillin,R
562.22743,Ciprofloxacin,S
562.22743,Trimethoprim,S
562.22745,Ampicillin,R
562.22745,Ciprofloxacin,S
562.22745,Trimethoprim,S
562.22746,Ampicillin,R
562.22746,Ciprofloxacin,R
562.22746,Trimethoprim,S
562.22747,Ampicillin,R
562.22747,Ciprofloxacin,S
562.22747,Trimethoprim,R
562.22748,Ampicillin,R
562.22748,Ciprofloxacin,S
562.22748,Trimethoprim,R
562.22750,Ampicillin,R
562.22750,Ciprofloxacin,S
562.22750,Trimethoprim,S
562.22751,Ampicillin,R
562.22751,Ciprofloxacin,S
562.22751,Trimethoprim,R
562.22752,Ampicillin,R
562.22752,Ciprofloxacin,S
562.22752,Trimethoprim,R
562.22753,Ampicillin,S
562.22753,Ciprofloxacin,S
562.22753,Trimethoprim,S
562.22754,Ampicillin,R
562.22754,Ciprofloxacin,R
562.22754,Trimethoprim,R
562.22755,Ampicillin,R
562.22755,Ciprofloxacin,S
562.22755,Trimethoprim,R
562.22756,Ampicillin,R
562.22756,Ciprofloxacin,S
562.22756,Trimethoprim,S
562.22757,Ampicillin,R
562.22757,Ciprofloxacin,S
562.22757,Trimethoprim,S
562.22758,Ampicillin,R
562.22758,Ciprofloxacin,S
562.22758,Trimethoprim,R
562.22759,Ampicillin,R
562.22759,Ciprofloxacin,S
562.22759,Trimethoprim,S
562.22760,Ampicillin,S
562.22760,Ciprofloxacin,S
562.22760,Trimethoprim,S
562.22761,Ampicillin,R
562.22761,Ciprofloxacin,R
562.22762,Ampicillin,S
562.22762,Ciprofloxacin,S
562.22762,Trimethoprim,S
562.22763,Ampicillin,S
562.22763,Ciprofloxacin,S
562.22763,Trimethoprim,S
562.22764,Ampicillin,R
562.22764,Ciprofloxacin,S
562.22764,Trimethoprim,R
562.22766,Ampicillin,R
562.22766,Ciprofloxacin,S
562.22766,Trimethoprim,R
562.22767,Ampicillin,R
562.22767,Ciprofloxacin,R
562.22767,Trimethoprim,R
562.22768,Ampicillin,R
562.22768,Ciprofloxacin,R
562.22768,Trimethoprim,R
562.22769,Ampicillin,S
562.22769,Ciprofloxacin,S
562.22769,Trimethoprim,R
562.22771,Ampicillin,R
562.22771,Ciprofloxacin,S
562.22771,Trimethoprim,R
562.22772,Ampicillin,R
562.22772,Ciprofloxacin,S
562.22772,Trimethoprim,R
562.22773,Ampicillin,S
562.22773,Ciprofloxacin,S
562.22773,Trimethoprim,S
562.22774,Ampicillin,R
562.22774,Ciprofloxacin,S
562.22774,Trimethoprim,S
562.22775,Ampicillin,R
562.22775,Ciprofloxacin,S
562.22775,Trimethoprim,R
562.22776,Ampicillin,S
562.22776,Ciprofloxacin,S
562.22776,Trimethoprim,S
562.22777,Ampicillin,S
562.22777,Ciprofloxacin,S
562.22777,Trimethoprim,S
562.22782,Ampicillin,R
562.22782,Ciprofloxacin,S
562.22782,Trimethoprim,S
562.22784,Ampicillin,R
562.22784,Ciprofloxacin,S
562.22784,Trimethoprim,S
562.22787,Ampicillin,R
562.22787,Ciprofloxacin,R
562.22787,Trimethoprim,R
562.22790,Ampicillin,S
562.22790,Ciprofloxacin,S
562.22790,Trimethoprim,S
562.22791,Ampicillin,S
562.22791,Ciprofloxacin,S
562.22791,Trimethoprim,S
562.22793,Ampicillin,R
562.22793,Ciprofloxacin,S
562.22793,Trimethoprim,S
562.22795,Ampicillin,S
562.22795,Ciprofloxacin,S
562.22795,Trimethoprim,S
562.22796,Ampicillin,S
562.22796,Ciprofloxacin,S
562.22796,Trimethoprim,S
562.22797,Ampicillin,S
562.22797,Ciprofloxacin,R
562.22797,Trimethoprim,S
562.22798,Ampicillin,S
562.22798,Ciprofloxacin,S
562.22798,Trimethoprim,S
562.22800,Ampicillin,R
562.22800,Ciprofloxacin,S
562.22800,Trimethoprim,S
562.22802,Ampicillin,R
562.22802,Ciprofloxacin,S
562.22802,Trimethoprim,R
562.22803,Ampicillin,S
562.22803,Ciprofloxacin,S
562.22803,Trimethoprim,S
562.22804,Ampicillin,S
562.22804,Ciprofloxacin,S
562.22804,Trimethoprim,S
562.22805,Ampicillin,R
562.22805,Ciprofloxacin,S
562.22805,Trimethoprim,S
562.22806,Ampicillin,R
562.22806,Ciprofloxacin,R
562.22806,Trimethoprim,R
562.22807,Ampicillin,R
562.22807,Ciprofloxacin,S
562.22807,Trimethoprim,S
562.22808,Ampicillin,S
562.22808,Ciprofloxacin,S
562.22808,Trimethoprim,S
562.22809,Ampicillin,S
562.22809,Ciprofloxacin,S
562.22809,Trimethoprim,S
562.22812,Ampicillin,R
562.22812,Ciprofloxacin,S
562.22812,Trimethoprim,S
562.22813,Ampicillin,R
562.22813,Ciprofloxacin,R
562.22813,Trimethoprim,R
562.22814,Ampicillin,S
562.22814,Ciprofloxacin,S
562.22814,Trimethoprim,R
562.22815,Ampicillin,R
562.22815,Ciprofloxacin,S
562.22815,Trimethoprim,R
562.22816,Ampicillin,R
562.22816,Ciprofloxacin,S
562.22816,Trimethoprim,S
562.22818,Ampicillin,R
562.22818,Ciprofloxacin,S
562.22818,Trimethoprim,S
562.22819,Ampicillin,R
562.22819,Ciprofloxacin,S
562.22819,Trimethoprim,S
562.22820,Ampicillin,R
562.22820,Ciprofloxacin,S
562.22820,Trimethoprim,R
562.22821,Ampicillin,R
562.22821,Ciprofloxacin,R
562.22821,Trimethoprim,R
562.22822,Ampicillin,R
562.22822,Ciprofloxacin,R
562.22822,Trimethoprim,R
562.22823,Ampicillin,S
562.22823,Ciprofloxacin,S
562.22823,Trimethoprim,S
562.22825,Ampicillin,R
562.22825,Ciprofloxacin,S
562.22825,Trimethoprim,S
562.22826,Ampicillin,R
562.22826,Ciprofloxacin,S
562.22826,Trimethoprim,S
562.22827,Ampicillin,S
562.22827,Ciprofloxacin,S
562.22827,Trimethoprim,S
562.22830,Ciprofloxacin,S
562.22845,Ciprofloxacin,S
562.22872,Ampicillin,R
562.22872,Ciprofloxacin,S
562.22872,Trimethoprim,S
562.22873,Ampicillin,R
562.22873,Ciprofloxacin,S
562.22873,Trimethoprim,R
562.22874,Ampicillin,S
562.22874,Ciprofloxacin,S
562.22874,Trimethoprim,S
562.22875,Ampicillin,R
562.22875,Ciprofloxacin,S
562.22875,Trimethoprim,R
562.22876,Ampicillin,R
562.22876,Ciprofloxacin,S
562.22876,Trimethoprim,S
562.22880,Ampicillin,R
562.22880,Trimethoprim,R
562.22883,Ciprofloxacin,S
562.22901,Ciprofloxacin,S
562.22903,Ciprofloxacin,S
562.22916,Ciprofloxacin,S
562.22923,Ciprofloxacin,R
562.22926,Ciprofloxacin,S
562.22933,Ciprofloxacin,R
562.22935,Ciprofloxacin,S
562.22942,Ciprofloxacin,R
562.22946,Ciprofloxacin,S
562.22951,Ciprofloxacin,S
562.22957,Ciprofloxacin,S
562.22983,Ciprofloxacin,S
562.22984,Ciprofloxacin,S
562.22987,Ciprofloxacin,S
562.22992,Ciprofloxacin,S
562.23004,Ciprofloxacin,S
562.23010,Ciprofloxacin,S
562.23017,Ciprofloxacin,S
562.23031,Ciprofloxacin,S
562.23036,Ciprofloxacin,S
562.23046,Ciprofloxacin,S
562.23087,Ciprofloxacin,S
562.23088,Ciprofloxacin,S
562.23089,Ciprofloxacin,S
562.23091,Ciprofloxacin,S
562.23096,Ciprofloxacin,R
562.23110,Ciprofloxacin,S
562.23116,Ciprofloxacin,S
562.23122,Ciprofloxacin,S
562.23132,Ciprofloxacin,S
562.23135,Ciprofloxacin,S
562.23136,Ciprofloxacin,S
562.23139,Ciprofloxacin,S
562.23140,Ciprofloxacin,R
562.23141,Ciprofloxacin,R
562.23156,Ciprofloxacin,S
562.23160,Ciprofloxacin,S
562.23178,Ciprofloxacin,S
562.23181,Ciprofloxacin,R
562.23198,Ciprofloxacin,S
562.23221,Ciprofloxacin,S
562.23225,Ciprofloxacin,S
562.23227,Ciprofloxacin,S
562.23243,Ciprofloxacin,S
562.23258,Ciprofloxacin,S
562.23260,Ciprofloxacin,S
562.23261,Ciprofloxacin,R
562.23264,Ciprofloxacin,S
562.23266,Ciprofloxacin,S
562.23279,Ciprofloxacin,S
562.23285,Ciprofloxacin,S
562.23299,Ciprofloxacin,S
562.23309,Ciprofloxacin,S
562.23320,Ciprofloxacin,S
562.23323,Ciprofloxacin,S
562.23327,Ciprofloxacin,S
562.23328,Ciprofloxacin,S
562.23335,Ciprofloxacin,S
562.23336,Ciprofloxacin,S
562.23342,Ciprofloxacin,S
562.23363,Ciprofloxacin,S
562.23366,Ciprofloxacin,S
562.23385,Ciprofloxacin,R
562.23393,Ciprofloxacin,R
562.23396,Ciprofloxacin,R
562.23397,Ciprofloxacin,S
562.23399,Ciprofloxacin,R
562.23407,Ciprofloxacin,S
562.23413,Ciprofloxacin,R
562.23440,Ciprofloxacin,S
562.23448,Ciprofloxacin,S
562.23473,Ciprofloxacin,S
562.23481,Ciprofloxacin,R
562.23494,Ciprofloxacin,R
562.23505,Ciprofloxacin,R
562.23512,Ciprofloxacin,S
562.23513,Ciprofloxacin,S
562.23542,Ciprofloxacin,R
562.23548,Ciprofloxacin,R
562.23549,Ciprofloxacin,S
562.23571,Ciprofloxacin,R
562.23576,Ciprofloxacin,S
562.23579,Ciprofloxacin,S
562.23597,Ciprofloxacin,S
562.23614,Ciprofloxacin,S
562.23621,Ciprofloxacin,S
562.23659,Ciprofloxacin,R
562.23661,Ciprofloxacin,S
562.23673,Ciprofloxacin,S
562.23690,Ciprofloxacin,S
562.23709,Ciprofloxacin,S
562.23727,Ciprofloxacin,R
562.23728,Ciprofloxacin,S
562.23730,Ciprofloxacin,S
562.23740,Ciprofloxacin,S
562.23743,Ciprofloxacin,S
562.23763,Ciprofloxacin,S
562.23774,Ciprofloxacin,S
562.23777,Ciprofloxacin,S
