genome_id,genome_name,antibiotic,phenotype,lab_method
562.98783,Escherichia coli c055162c-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22769,Escherichia coli O6:H1 strain ECO0360,ampicillin,Susceptible,Broth dilution
562.65148,Escherichia coli strain AMC_548,ampicillin,Susceptible,
562.65616,Escherichia coli strain AMC_593,ampicillin,Susceptible,
562.65337,Escherichia coli strain AMC_60,ampicillin,Susceptible,
562.99943,Escherichia coli 624b13c4-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98461,Escherichia coli 63c20758-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98055,Escherichia coli e47fe7a2-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98003,Escherichia coli 09c2b482-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97849,Escherichia coli b9e2d834-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65668,Escherichia coli strain AMC_563,ampicillin,Susceptible,
562.98310,Escherichia coli 2e70de76-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100212,Escherichia coli e26ee044-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98190,Escherichia coli 75fae886-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.58708,Escherichia coli strain 14044802,ampicillin,Susceptible,Broth dilution
562.144964,Escherichia coli PT_EC0006,ampicillin,Susceptible,Disk diffusion
562.98224,Escherichia coli be27f866-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100190,Escherichia coli ad1e27c4-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65051,Escherichia coli strain AMC_273,ampicillin,Susceptible,
562.7728,Escherichia coli strain 302302,ampicillin,Susceptible,Broth dilution
562.65556,Escherichia coli strain AMC_642,ampicillin,Susceptible,
562.58787,Escherichia coli strain ENV663,ampicillin,Susceptible,Broth dilution
562.97844,Escherichia coli 94d05de0-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100298,Escherichia coli c863f946-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22719,Escherichia coli O83:H33 strain ECO0305,ampicillin,Susceptible,Broth dilution
562.97896,Escherichia coli afe40722-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65402,Escherichia coli strain AMC_24,ampicillin,Susceptible,
562.100210,Escherichia coli cb7be21a-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98637,Escherichia coli 657b0a0e-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98448,Escherichia coli 9fc8249e-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99992,Escherichia coli c82f5876-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98748,Escherichia coli 977c6318-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99421,Escherichia coli decc041c-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97961,Escherichia coli 5173c1ea-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99949,Escherichia coli 77b5b458-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98952,Escherichia coli 88108d5a-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100832,Escherichia coli f4502d46-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22549,Escherichia coli O1:H7 strain ECO0124,ampicillin,Susceptible,Broth dilution
562.98578,Escherichia coli 560d0540-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100578,Escherichia coli 2b19b2d4-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22513,Escherichia coli O2:H7 strain ECO0086,ampicillin,Susceptible,Broth dilution
562.99334,Escherichia coli a88735ac-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65445,Escherichia coli strain AMC_727,ampicillin,Susceptible,
562.31454,Escherichia coli strain KCRI-21 strain RDK36_21,ampicillin,Susceptible,Disk diffusion
562.99263,Escherichia coli 8c490a10-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65151,Escherichia coli strain AMC_546,ampicillin,Susceptible,
562.65339,Escherichia coli strain AMC_394,ampicillin,Susceptible,
562.99030,Escherichia coli 80310d90-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98726,Escherichia coli ae433442-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.145021,Escherichia coli PT_EC0132,ampicillin,Susceptible,Disk diffusion
562.64901,Escherichia coli strain AMC_914,ampicillin,Susceptible,
562.22874,Escherichia coli not known strain ECO0321,ampicillin,Susceptible,Broth dilution
562.99797,Escherichia coli 3f200814-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98436,Escherichia coli 47ac7fe4-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99773,Escherichia coli d5405f5c-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100132,Escherichia coli f829b220-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97921,Escherichia coli 54dcbecc-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65077,Escherichia coli strain AMC_242,ampicillin,Susceptible,
562.65075,Escherichia coli strain AMC_254,ampicillin,Susceptible,
562.98474,Escherichia coli 65090a1c-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100945,Escherichia coli 603d223e-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100203,Escherichia coli e0114332-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22484,Escherichia coli O17:H18 strain ECO0057,ampicillin,Susceptible,Broth dilution
562.100520,Escherichia coli e1cd1dfe-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65443,Escherichia coli strain AMC_728,ampicillin,Susceptible,
562.98925,Escherichia coli ac886c58-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100651,Escherichia coli 9375c6b6-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100893,Escherichia coli bc5c4590-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100393,Escherichia coli 95d0e076-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100718,Escherichia coli a39287a0-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.57174,Escherichia coli strain 24742_1#150,ampicillin,Susceptible,Broth dilution
562.99154,Escherichia coli a6c36d8a-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97752,Escherichia coli 822b3d3c-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100500,Escherichia coli b8db592e-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65544,Escherichia coli strain AMC_659,ampicillin,Susceptible,
562.99198,Escherichia coli c35f6f3a-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22492,Escherichia coli O6:H1 strain ECO0064,ampicillin,Susceptible,Broth dilution
562.97995,Escherichia coli 19940d34-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99512,Escherichia coli 8e3e0f50-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100200,Escherichia coli dbcc0e7e-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98520,Escherichia coli b321ed00-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100010,Escherichia coli 8968ec34-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99921,Escherichia coli 3a86487c-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99566,Escherichia coli 921523ac-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99789,Escherichia coli d4642e7e-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100581,Escherichia coli 588cd8e0-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98247,Escherichia coli bbe79b7e-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65614,Escherichia coli strain AMC_142,ampicillin,Susceptible,
562.65481,Escherichia coli strain AMC_165,ampicillin,Susceptible,
562.65178,Escherichia coli strain AMC_523,ampicillin,Susceptible,
562.99939,Escherichia coli 61a9a52a-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65621,Escherichia coli strain AMC_126,ampicillin,Susceptible,
562.100631,Escherichia coli 421271ec-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100394,Escherichia coli 9689f1ba-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99612,Escherichia coli abf0c78a-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100514,Escherichia coli be3b33e4-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98911,Escherichia coli aaf6a828-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97942,Escherichia coli 7d8d0648-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98735,Escherichia coli a8535dc8-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98652,Escherichia coli d7f2f084-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98196,Escherichia coli 46a99da2-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65378,Escherichia coli strain AMC_47,ampicillin,Susceptible,
562.22428,Escherichia coli O2:H1 strain ECO0001,ampicillin,Susceptible,Broth dilution
562.65200,Escherichia coli strain AMC_499,ampicillin,Susceptible,
562.65385,Escherichia coli strain AMC_41,ampicillin,Susceptible,
562.100761,Escherichia coli 9df1b000-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22624,Escherichia coli O6:H1 strain ECO0209,ampicillin,Susceptible,Broth dilution
562.99414,Escherichia coli cec28230-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97935,Escherichia coli 49c91846-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100453,Escherichia coli 04512164-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99429,Escherichia coli 48a67990-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98025,Escherichia coli 892a0914-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100404,Escherichia coli 7c427754-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22706,Escherichia coli O75:H5 strain ECO0191,ampicillin,Susceptible,Broth dilution
562.57141,Escherichia coli strain 24742_1#96,ampicillin,Susceptible,Broth dilution
562.99225,Escherichia coli 79f208d4-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98296,Escherichia coli 33833e72-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98875,Escherichia coli 1273efec-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98327,Escherichia coli 754212a2-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98054,Escherichia coli 49e390fe-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65334,Escherichia coli strain AMC_64,ampicillin,Susceptible,
562.97899,Escherichia coli adcb20ce-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100602,Escherichia coli 2963f5ee-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65289,Escherichia coli strain AMC_416,ampicillin,Susceptible,
562.64859,Escherichia coli strain AMC_957,ampicillin,Susceptible,
562.98899,Escherichia coli a887cf86-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98356,Escherichia coli b6f2f960-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98073,Escherichia coli 6a7e4a7a-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100095,Escherichia coli 93e0c7b8-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99744,Escherichia coli 8a0815d4-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97796,Escherichia coli 098e6e84-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98118,Escherichia coli bb63ccfe-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98455,Escherichia coli 65cb97da-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.64904,Escherichia coli strain AMC_912,ampicillin,Susceptible,
562.100419,Escherichia coli ebded20c-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97786,Escherichia coli 8f9ccdcc-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.57314,Escherichia coli strain 24742_1#260,ampicillin,Susceptible,Broth dilution
562.100004,Escherichia coli c1cf9a18-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98077,Escherichia coli 67db1366-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.64825,Escherichia coli strain AMC_353,ampicillin,Susceptible,
562.98739,Escherichia coli a768d924-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.98756,Escherichia coli 9878269e-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99489,Escherichia coli 866cbe70-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22814,Escherichia coli O16:H5 strain ECO0413,ampicillin,Susceptible,Broth dilution
562.98617,Escherichia coli 755b8caa-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100307,Escherichia coli c202d7fc-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.100181,Escherichia coli afbda1d0-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99057,Escherichia coli e13cbc7e-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65413,Escherichia coli strain AMC_13,ampicillin,Susceptible,
562.65593,Escherichia coli strain AMC_616,ampicillin,Susceptible,
562.22574,Escherichia coli O6:H1 strain ECO0149,ampicillin,Susceptible,Broth dilution
562.100496,Escherichia coli b8b50e22-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.97908,Escherichia coli 8ab070c0-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65364,Escherichia coli strain AMC_55,ampicillin,Susceptible,
562.100035,Escherichia coli c81d1e6e-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.65273,Escherichia coli strain AMC_432,ampicillin,Susceptible,
562.97766,Escherichia coli d1f46a50-7bb8-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.99712,Escherichia coli a222c4ba-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.22578,Escherichia coli O7:H45 strain ECO0153,ampicillin,Susceptible,Broth dilution
562.97920,Escherichia coli 45871350-7bb9-11e9-a8d3-68b59976a384,ampicillin,Susceptible,Disk diffusion
562.45637,Escherichia coli strain EC_24,ampicillin,Susceptible,Disk diffusion
562.65010,Escherichia coli strain AMC_298,ampicillin,Susceptible,
562.97275,Escherichia coli VRES1497,ciprofloxacin,Resistant,Broth dilution
562.97245,Escherichia coli VRES1423,ciprofloxacin,Resistant,Broth dilution
562.57417,Escherichia coli strain W2_2_ERB4,ciprofloxacin,Resistant,Broth dilution
562.45598,Escherichia coli strain EC_94,ciprofloxacin,Resistant,Disk diffusion
562.23393,Escherichia coli O25:H4 strain ECO1090,ciprofloxacin,Resistant,Agar dilution
562.99938,Escherichia coli 6bbfa370-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.100786,Escherichia coli 02173e4c-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.42712,Escherichia coli strain 316,ciprofloxacin,Resistant,Broth dilution
562.23659,Escherichia coli O25:H4 strain ECO1393,ciprofloxacin,Resistant,Agar dilution
562.45404,Escherichia coli strain BR43-DEC,ciprofloxacin,Resistant,Disk diffusion
562.65784,Escherichia coli strain CFS0349,ciprofloxacin,Resistant,
562.99680,Escherichia coli 54a41608-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.42867,Escherichia coli strain MUGSI_47,ciprofloxacin,Resistant,Broth dilution
562.96901,Escherichia coli VRES1102,ciprofloxacin,Resistant,Broth dilution
562.23141,Escherichia coli O159:H28 strain ECO0505,ciprofloxacin,Resistant,MIC
562.57131,Escherichia coli strain 24742_1#304,ciprofloxacin,Resistant,Broth dilution
562.23505,Escherichia coli O25:H4 strain ECO1189,ciprofloxacin,Resistant,Agar dilution
562.22479,Escherichia coli O18ac:H4 strain ECO0052,ciprofloxacin,Resistant,Broth dilution
562.23181,Escherichia coli O25:H4 strain ECO0798,ciprofloxacin,Resistant,Agar dilution
562.22933,Escherichia coli O102:H6 strain ECO0543,ciprofloxacin,Resistant,Agar dilution
562.22923,Escherichia coli O51:H34 strain ECO0532,ciprofloxacin,Resistant,Agar dilution
562.96983,Escherichia coli VREC1050,ciprofloxacin,Resistant,Broth dilution
562.140903,Escherichia coli 004-E1-S01,ciprofloxacin,Resistant,Disk diffusion
562.57114,Escherichia coli strain 24742_1#18,ciprofloxacin,Resistant,Broth dilution
562.23413,Escherichia coli O25:H4 strain ECO1236,ciprofloxacin,Resistant,Agar dilution
562.58723,Escherichia coli strain 14069546,ciprofloxacin,Resistant,Broth dilution
562.73378,Escherichia coli strain BB1431,ciprofloxacin,Resistant,Disk diffusion
562.23837,Escherichia coli O15:H12 strain ECO1326,ciprofloxacin,Resistant,Agar dilution
562.98397,Escherichia coli 42b2e3b6-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.23571,Escherichia coli O25:H4 strain ECO1180,ciprofloxacin,Resistant,Agar dilution
562.57469,Escherichia coli strain PB97,ciprofloxacin,Resistant,Broth dilution
562.45845,Escherichia coli strain 103,ciprofloxacin,Resistant,Broth dilution
562.97415,Escherichia coli VREC1549,ciprofloxacin,Resistant,Broth dilution
562.7699,Escherichia coli strain 500618_aEPEC,ciprofloxacin,Resistant,Broth dilution
562.97433,Escherichia coli VREC1552,ciprofloxacin,Resistant,Broth dilution
562.96834,Escherichia coli VREC0956,ciprofloxacin,Resistant,Broth dilution
562.23874,Escherichia coli O25:H4 strain ECO0909,ciprofloxacin,Resistant,MIC
562.42788,Escherichia coli strain M33,ciprofloxacin,Resistant,Broth dilution
562.42710,Escherichia coli strain 309,ciprofloxacin,Resistant,Broth dilution
562.99126,Escherichia coli a85329d8-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.23548,Escherichia coli O6:H1 strain ECO1250,ciprofloxacin,Resistant,MIC
562.97093,Escherichia coli VREC1216,ciprofloxacin,Resistant,Broth dilution
562.96796,Escherichia coli VRES0997,ciprofloxacin,Resistant,Broth dilution
562.98311,Escherichia coli 4cc5a820-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.73356,Escherichia coli strain BB1420,ciprofloxacin,Resistant,Disk diffusion
562.42638,Escherichia coli strain 137,ciprofloxacin,Resistant,Broth dilution
562.56904,Escherichia coli strain RL305,ciprofloxacin,Resistant,Disk diffusion
562.22442,Escherichia coli O25:H4 strain ECO0015,ciprofloxacin,Resistant,Broth dilution
562.99451,Escherichia coli 51083cc2-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.96551,Escherichia coli VRES0779,ciprofloxacin,Resistant,Broth dilution
562.97329,Escherichia coli VREC1460,ciprofloxacin,Resistant,Broth dilution
562.96540,Escherichia coli VREC0736,ciprofloxacin,Resistant,Broth dilution
562.57403,Escherichia coli strain W2_10_ERG1,ciprofloxacin,Resistant,Broth dilution
562.45625,Escherichia coli strain EC_34_B,ciprofloxacin,Resistant,Disk diffusion
562.96961,Escherichia coli VREC1103,ciprofloxacin,Resistant,Broth dilution
562.98183,Escherichia coli 55d55884-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.23494,Escherichia coli O102:H6 strain ECO1023,ciprofloxacin,Resistant,MIC
562.140893,Escherichia coli 006-E1-S01,ciprofloxacin,Resistant,Disk diffusion
562.96933,Escherichia coli VRES1614,ciprofloxacin,Resistant,Broth dilution
562.99400,Escherichia coli a7b8e26a-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.100218,Escherichia coli e3127ace-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.57248,Escherichia coli strain 24742_1#354,ciprofloxacin,Resistant,Broth dilution
562.42747,Escherichia coli strain 478,ciprofloxacin,Resistant,Broth dilution
562.98715,Escherichia coli aac3287c-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.23542,Escherichia coli O25:H4 strain ECO1228,ciprofloxacin,Resistant,MIC
562.23096,Escherichia coli O25:H4 strain ECO0737,ciprofloxacin,Resistant,MIC
562.98504,Escherichia coli da6c32da-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.22551,Escherichia coli O25:H4 strain ECO0126,ciprofloxacin,Resistant,Broth dilution
562.99985,Escherichia coli c674f6d0-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.140915,Escherichia coli 008-E1-U06,ciprofloxacin,Resistant,Disk diffusion
562.59218,Escherichia coli strain PBIO1941,ciprofloxacin,Resistant,Broth dilution
562.140881,Escherichia coli 013-E2-S04,ciprofloxacin,Resistant,Disk diffusion
562.100825,Escherichia coli fc34cbb6-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.96529,Escherichia coli VREC0734,ciprofloxacin,Resistant,Broth dilution
562.42687,Escherichia coli strain 240,ciprofloxacin,Resistant,Broth dilution
562.97494,Escherichia coli VREC1639,ciprofloxacin,Resistant,Broth dilution
562.97247,Escherichia coli VRES1427,ciprofloxacin,Resistant,Broth dilution
562.140852,Escherichia coli 004-E2-U02,ciprofloxacin,Resistant,Disk diffusion
562.97340,Escherichia coli VREC1458,ciprofloxacin,Resistant,Broth dilution
562.42664,Escherichia coli strain 172,ciprofloxacin,Resistant,Broth dilution
562.96514,Escherichia coli VREC0711,ciprofloxacin,Resistant,Broth dilution
562.22724,Escherichia coli O8:H19 strain ECO0311,ciprofloxacin,Resistant,Broth dilution
562.22942,Escherichia coli O15:H1 strain ECO0554,ciprofloxacin,Resistant,Agar dilution
562.23804,Escherichia coli O25:H4 strain ECO0912,ciprofloxacin,Resistant,MIC
562.23385,Escherichia coli O64:H21 strain ECO1151,ciprofloxacin,Resistant,MIC
562.100666,Escherichia coli a9aab356-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.96617,Escherichia coli VREC0805,ciprofloxacin,Resistant,Broth dilution
562.23901,Escherichia coli O1:H6 strain ECO1454,ciprofloxacin,Resistant,Agar dilution
562.96662,Escherichia coli VRES0833,ciprofloxacin,Resistant,Broth dilution
562.45850,Escherichia coli strain URMC_97,ciprofloxacin,Resistant,Broth dilution
562.28805,Escherichia coli strain AR434,ciprofloxacin,Resistant,Broth dilution
562.65783,Escherichia coli strain CFS0348,ciprofloxacin,Resistant,Disk diffusion
562.58749,Escherichia coli strain 111,ciprofloxacin,Resistant,Disk diffusion
562.96759,Escherichia coli VREC0899,ciprofloxacin,Resistant,Broth dilution
562.140882,Escherichia coli 013-E1-U01,ciprofloxacin,Resistant,Disk diffusion
562.42644,Escherichia coli strain 143,ciprofloxacin,Resistant,Broth dilution
562.23727,Escherichia coli O25:H4 strain ECO1456,ciprofloxacin,Resistant,MIC
562.100205,Escherichia coli dff78e7e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.42781,Escherichia coli strain M26,ciprofloxacin,Resistant,Broth dilution
562.100124,Escherichia coli ed1547c8-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.100734,Escherichia coli a4a7b7be-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.22797,Escherichia coli O25:H4 strain ECO0395,ciprofloxacin,Resistant,Broth dilution
562.99931,Escherichia coli 6a107eaa-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,Resistant,Disk diffusion
562.57448,Escherichia coli strain F1_7_ERG10B,ciprofloxacin,Resistant,Broth dilution
562.96480,Escherichia coli VRES0716,ciprofloxacin,Resistant,Broth dilution
562.96671,Escherichia coli VRES0841,ciprofloxacin,Resistant,Broth dilution
562.57277,Escherichia coli strain 24742_1#229,ciprofloxacin,Resistant,Broth dilution
562.65793,Escherichia coli strain ESBL37B15_13_1E,ciprofloxacin,Resistant,
562.96460,Escherichia coli VREC0787,ciprofloxacin,Resistant,Broth dilution
562.96604,Escherichia coli VREC0795,ciprofloxacin,Resistant,Broth dilution
562.57463,Escherichia coli strain W2_15_ERB10,ciprofloxacin,Resistant,Broth dilution
562.22434,Escherichia coli O45:H45 strain ECO0007,ciprofloxacin,Resistant,Broth dilution
562.140837,Escherichia coli 018-E2-U02,ciprofloxacin,Resistant,Disk diffusion
562.42783,Escherichia coli strain M29,ciprofloxacin,Resistant,Broth dilution
562.42759,Escherichia coli strain BR02-DEC,ciprofloxacin,Resistant,Disk diffusion
562.140872,Escherichia coli 013-E3-U02,ciprofloxacin,Resistant,Disk diffusion
562.144921,Escherichia coli 20200203_MGL_22,ciprofloxacin,Resistant,Disk diffusion
562.58651,Escherichia coli strain WU45,ciprofloxacin,Resistant,Disk diffusion
562.58632,Escherichia coli strain PH156-1,ciprofloxacin,Resistant,Disk diffusion
562.97360,Escherichia coli VREC1479,ciprofloxacin,Resistant,Broth dilution
562.19633,Escherichia coli strain AR_0149,ciprofloxacin,Resistant,Broth dilution
562.42803,Escherichia coli strain M44,ciprofloxacin,Resistant,Broth dilution
